YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,TOTAL NUMBER OF VOTE CASTED
1985,Maharashtra,,16,Datta Patil,M,Peasants' And Workers Party Of India,Free Symbol,124173,32252,71.08%,GEN,76484
1985,Maharashtra,,17,Patil Dattatray Narayan,M,Peasants' And Workers Party Of India,Free Symbol,129195,23077,55.02%,GEN,68592
1985,Maharashtra,,18,Raut Sumant Rajaram,M,Peasants' And Workers Party Of India,Free Symbol,132920,2639,30.58%,GEN,67334
1985,Maharashtra,,19,Patrawala Mapazban Jal,M,Indian National Congress,Hand,105561,10347,60.58%,GEN,34394
1985,Maharashtra,,20,Chandrika P. Kenia,F,Indian National Congress,Hand,118925,5932,44.75%,GEN,40614
1985,Maharashtra,,21,Kapadia Lalit Jamnadas,M,Indian National Congress,Hand,108136,10234,62.09%,GEN,36898
1985,Maharashtra,,22,Sharma Prem Kumar Shankardat,M,Bharatiya Janta Party,Other,107166,87,41.99%,GEN,46093
1985,Maharashtra,,23,Chandrashekhar Prabhu,M,Indian National Congress,Hand,103368,9084,45.98%,GEN,49873
1985,Maharashtra,,24,B. A. Desai,M,Indian National Congress,Hand,143299,17702,66.16%,GEN,50748
1985,Maharashtra,,25,Annasaheb Alias B. D. Zute,M,Indian National Congress,Hand,108694,9138,43.27%,GEN,48732
1985,Maharashtra,,26,Syed Ahmed,M,Indian National Congress,Hand,98237,8386,48.64%,GEN,41284
1985,Maharashtra,,27,Chhagan Bhujbal,M,Independent,Free Symbol,115965,1203,29.64%,GEN,62447
1985,Maharashtra,,28,Sharad Khatu,M,Independent,Free Symbol,131648,4120,29.65%,GEN,76257
1985,Maharashtra,,29,Dadu Santu Atyalkar,M,Independent,Free Symbol,135039,1105,31.02%,GEN,72793
1985,Maharashtra,,30,Vinita Datta Samant,F,Independent,Free Symbol,101469,6520,45.03%,GEN,60876
1985,Maharashtra,,31,Vilas Vishnu Sawant,M,Indian National Congress,Hand,125128,9956,34.06%,GEN,70470
1985,Maharashtra,,32,Sharayu G. Thakoor,F,Indian National Congress,Hand,120040,3262,27.39%,GEN,66195
1985,Maharashtra,,33,Subramanian V.,M,Indian National Congress,Hand,152674,4495,42.70%,GEN,63583
1985,Maharashtra,,34,Sham Shetty,M,Indian National Congress,Hand,122070,2417,39.08%,GEN,59922
1985,Maharashtra,,35,Eknath M. Gaikwad,M,Indian National Congress,Hand,175252,12173,49.32%,SC,73802
1985,Maharashtra,,36,Qureshi Shamim Rashid,M,Indian National Congress,Hand,130213,12208,58.56%,GEN,51733
1985,Maharashtra,,37,Chandurkar Janardan,M,Indian National Congress,Hand,134397,4928,34.21%,GEN,70340
1985,Maharashtra,,38,Hans Bhugra,M,Indian National Congress,Hand,148272,2269,49.70%,GEN,55331
1985,Maharashtra,,39,Baldev Khosa,M,Indian National Congress,Hand,192957,21853,50.04%,GEN,79531
1985,Maharashtra,,40,C. D. Ommachen,M,Indian National Congress,Hand,161009,17171,46.34%,GEN,74818
1985,Maharashtra,,41,Ramesh Dube,M,Indian National Congress,Hand,194623,28333,53.54%,GEN,88425
1985,Maharashtra,,42,Gore Mirnal Keshav,F,Janta Party,Other,149661,10429,50.70%,GEN,74152
1985,Maharashtra,,43,Datta (D. N.) Chaulkar,M,Indian National Congress,Hand,233550,24345,43.70%,GEN,106553
1985,Maharashtra,,44,Chandrakant Gosalia,M,Indian National Congress,Hand,186764,15669,51.71%,GEN,76708
1985,Maharashtra,,45,Ram Naik,M,Bharatiya Janta Party,Other,242930,22527,51.55%,GEN,116350
1985,Maharashtra,,46,Javed Khan,M,Indian National Congress,Hand,219321,16499,38.12%,GEN,102230
1985,Maharashtra,,47,Parihar Parvati Laxmnarain,F,Indian National Congress,Hand,158373,7586,43.68%,GEN,80392
1985,Maharashtra,,48,Kaka Thorat,M,Indian National Congress,Hand,140293,11785,37.36%,GEN,70833
1985,Maharashtra,,49,D'Silva Selin,F,Indian National Congress,Hand,231486,23250,38.99%,GEN,106376
1985,Maharashtra,,50,Virendra Bakshi,M,Indian National Congress,Hand,164762,14238,44.50%,GEN,77958
1985,Maharashtra,,51,Shekerkar Waman Ramchandra,M,Indian National Congress,Hand,201059,21074,38.34%,GEN,100859
1985,Maharashtra,,52,Patil Dinanath Bama,M,Indian National Congress,Hand,199113,17355,53.50%,GEN,99131
1985,Maharashtra,,53,Kanti Koli,M,Indian National Congress,Hand,206981,11118,39.51%,GEN,103496
1985,Maharashtra,,54,Gouri Janaradhan Shanta Ram,M,Indian National Congress,Hand,247235,2241,38.95%,GEN,115221
1985,Maharashtra,,55,Harchandani Sitaldas Khubchand,M,Bharatiya Janta Party,Other,158311,805,44.45%,GEN,85853
1985,Maharashtra,,56,Patil Nakul Pundalik,M,Indian National Congress,Hand,191550,9265,38.87%,GEN,95289
1985,Maharashtra,,57,Kapse Ramchandra Ganesh,M,Bharatiya Janta Party,Other,213939,5733,43.23%,GEN,102081
1985,Maharashtra,,58,Gotiram Padu Pawar,M,Indian National Congress,Hand,116880,17088,51.83%,GEN,68376
1985,Maharashtra,,59,Govari Shanker Aba,M,Indian National Congress,Hand,139033,3368,43.58%,ST,56253
1985,Maharashtra,,60,Taware Parasharam Dhondu,M,Janta Party,Other,191938,20889,43.43%,GEN,104949
1985,Maharashtra,,61,Gonsalves Dominic John,M,Janta Party,Other,158461,3937,49.90%,GEN,93462
1985,Maharashtra,,62,Valvi Vishnu Gopal,M,Indian National Congress,Hand,124493,2782,38.06%,ST,59097
1985,Maharashtra,,63,Nam Shankar Sakharam,M,Indian National Congress,Hand,130366,23700,65.77%,ST,52278
1985,Maharashtra,,64,Kom Lahanu Shidawa,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,128623,11154,55.02%,ST,63398
1985,Maharashtra,,65,Barora Mahadu Nago,M,Indian Congress (Socialist),Bow and Arrow,106200,8797,52.51%,ST,48966
1985,Maharashtra,,66,Zole Shivram Shankar,M,Indian Congress (Socialist),Bow and Arrow,117561,4095,39.45%,ST,53652
1985,Maharashtra,,67,Aher Daulatrao Sonuji,M,Bharatiya Janta Party,Other,171195,2309,44.54%,GEN,94363
1985,Maharashtra,,68,Donde Bhikchand Haribhau,M,Bharatiya Janta Party,Other,143560,4249,35.32%,SC,65790
1985,Maharashtra,,69,Dighole Tukaram Sakharam,M,Indian Congress (Socialist),Bow and Arrow,114987,14569,48.45%,GEN,73913
1985,Maharashtra,,70,Mogal Malojirao Sadashiv,M,Indian Congress (Socialist),Bow and Arrow,123655,5263,52.47%,GEN,81323
1985,Maharashtra,,71,Pawar Marotirao Narayan,M,Indian Congress (Socialist),Bow and Arrow,126214,31183,67.20%,GEN,75908
1985,Maharashtra,,72,Gaikwad Madharao Bayaji,M,Communist Party Of India,Ears of Corn and Sickle,127700,2559,34.21%,GEN,75235
1985,Maharashtra,,73,Nihal Ahmed Molavi Mo. Usman,M,Janta Party,Other,148485,3238,46.46%,GEN,103868
1985,Maharashtra,,74,Hiray Pushpatai Vyakatarao,F,Indian Congress (Socialist),Bow and Arrow,117155,3228,49.97%,GEN,79796
1985,Maharashtra,,75,Kasliwal Jayachand Deepchand,M,Bharatiya Janta Party,Other,113289,6038,47.14%,GEN,62921
1985,Maharashtra,,76,Harishankar Mahale,M,Janta Party,Other,120242,12559,55.64%,ST,66232
1985,Maharashtra,,77,Gavit Jeeva Pandu,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,107865,12745,50.84%,ST,53561
1985,Maharashtra,,78,Bahiram Kashinath Narayan,M,Indian Congress (Socialist),Bow and Arrow,113176,3024,51.80%,ST,73174
1985,Maharashtra,,79,Gangurde Runja Punjaram,M,Indian Congress (Socialist),Bow and Arrow,115816,12432,57.11%,ST,71268
1985,Maharashtra,,80,Govindrao Shivram Chaudhary,M,Bharatiya Janta Party,Other,131239,23560,64.55%,ST,76463
1985,Maharashtra,,81,Naik Shurupsing Hirya,M,Indian National Congress,Hand,131337,49015,74.93%,ST,83523
1985,Maharashtra,,82,Indrasing Diwansing Vasave,M,Indian National Congress,Hand,131505,28615,73.09%,ST,58069
1985,Maharashtra,,83,Arjunsing Pirsing Valvi,M,Indian National Congress,Hand,99693,4241,49.06%,ST,46044
1985,Maharashtra,,84,Pawara Rameshbhai Thikya,M,Indian National Congress,Hand,96611,16822,61.94%,ST,53257
1985,Maharashtra,,85,Annasaheb P. K. Patil,M,Janta Party,Other,125673,11797,55.45%,GEN,94265
1985,Maharashtra,,86,Patil Sambhaji Hiraman,M,Janta Party,Other,121492,18628,61.33%,GEN,79446
1985,Maharashtra,,87,Rajaput Mangalsing Nimaji Alias Thansing Jibhau,M,Independent,Free Symbol,112255,2982,32.58%,GEN,66636
1985,Maharashtra,,88,Patil Dattatray Waman,M,Indian National Congress,Hand,121664,19358,63.23%,GEN,66162
1985,Maharashtra,,89,Shalini Sudhakar Borase,F,Indian National Congress,Hand,129970,8034,40.61%,GEN,70328
1985,Maharashtra,,90,Changare Vasudevrao Apuram,M,Indian Congress (Socialist),Bow and Arrow,138756,5619,53.84%,SC,62450
1985,Maharashtra,,91,Vasantrao Jivanrao More,M,Indian Congress (Socialist),Bow and Arrow,141430,20787,59.92%,GEN,84512
1985,Maharashtra,,92,Amrutrao Vamanrao Patil,M,Indian National Congress,Hand,135879,5504,53.05%,GEN,82085
1985,Maharashtra,,93,Gujarathi Arunlal Goverdhandas,M,Indian Congress (Socialist),Bow and Arrow,110899,14085,56.38%,GEN,79761
1985,Maharashtra,,94,Wagh Parubhai Chandrabhan,F,Indian National Congress,Hand,129882,4958,37.68%,GEN,73798
1985,Maharashtra,,95,Jain Sureshkumar Bhikamchand,M,Indian Congress (Socialist),Bow and Arrow,149963,11810,54.51%,GEN,87374
1985,Maharashtra,,96,Wagh Onkar Narayan,M,Janta Party,Other,133222,13890,55.38%,GEN,82803
1985,Maharashtra,,97,Babusing Dagadusing Rathod,M,Indian National Congress,Hand,119226,13799,48.64%,GEN,61601
1985,Maharashtra,,98,Chaudhari Dagadu Kashiram,M,Janta Party,Other,147493,3174,47.06%,GEN,77543
1985,Maharashtra,,99,Mahajan Jivaram Tikaram,M,Indian National Congress,Hand,112075,13676,54.04%,GEN,60484
1985,Maharashtra,,100,Gunwant Rambhau Sarode,M,Bharatiya Janta Party,Other,118479,4611,40.56%,GEN,66748
1985,Maharashtra,,101,Jaware Haribhau Dagadu,M,Indian Congress (Socialist),Bow and Arrow,125541,6583,51.49%,GEN,80688
1985,Maharashtra,,102,Vasantrao Ramdas Shinde,M,Indian National Congress,Hand,115795,1686,44.48%,GEN,74291
1985,Maharashtra,,103,Patil Vithalrao Sonaji,M,Indian National Congress,Hand,132984,4427,43.03%,GEN,84308
1985,Maharashtra,,104,Bharat Rajabhau Bondre,M,Indian Congress (Socialist),Bow and Arrow,133414,18720,56.06%,GEN,94973
1985,Maharashtra,,105,Kayande Totaram Tukaram,M,Indian Congress (Socialist),Bow and Arrow,129046,6578,48.09%,GEN,92567
1985,Maharashtra,,106,Saoji Subodh Keshao,M,Independent,Free Symbol,121970,3640,37.37%,GEN,85137
1985,Maharashtra,,107,Gawande Manikrao Pralhadrao,M,Indian National Congress,Hand,137975,6108,43.14%,GEN,86372
1985,Maharashtra,,108,Tapare Shradha Prabhakar,F,Indian National Congress,Hand,120540,818,41.83%,GEN,80178
1985,Maharashtra,,109,Gangane Sudhakar Ramkrishna,M,Indian National Congress,Hand,111625,19504,56.55%,GEN,73262
1985,Maharashtra,,110,Dhotre Vasantrao Ramrao,M,Indian National Congress,Hand,133902,21608,50.28%,GEN,83719
1985,Maharashtra,,111,Gaikwad Ramdas Shankarrao,M,Indian National Congress,Hand,128479,15298,48.41%,GEN,73203
1985,Maharashtra,,112,Khotre Gowardhan Janadan,M,Indian National Congress,Hand,120354,5001,39.25%,GEN,74405
1985,Maharashtra,,113,Zanak Subhashrao Ramrao,M,Indian National Congress,Hand,108053,10398,52.57%,GEN,67022
1985,Maharashtra,,114,Kamble Bhimrao Haibati,M,Indian National Congress,Hand,111097,1042,41.76%,SC,58112
1985,Maharashtra,,115,Rathod Devising Thawara,M,Indian National Congress,Hand,119571,3326,40.77%,GEN,76507
1985,Maharashtra,,116,Suhas Bhagwantrao Tidke,M,Indian National Congress,Hand,115180,14465,47.01%,GEN,70342
1985,Maharashtra,,117,Deshmukh Anantrao Vitthalrao,M,Indian National Congress,Hand,104182,5305,39.18%,GEN,64768
1985,Maharashtra,,118,Raosaheb Pandurang Hadole,M,Indian National Congress,Hand,109792,2301,38.50%,GEN,72832
1985,Maharashtra,,119,Patel Ramu Mhatang,M,Indian National Congress,Hand,118748,34093,81.66%,ST,49525
1985,Maharashtra,,120,Deshmukh Sudam Alias Waman Dattaraya,M,Independent,Free Symbol,123614,18088,49.53%,GEN,77147
1985,Maharashtra,,121,Maukar Purushottam Gulab,M,Indian National Congress,Hand,108999,2250,39.53%,GEN,69953
1985,Maharashtra,,122,Tasare Sharad Motiram,M,Indian Congress (Socialist),Bow and Arrow,104661,5917,45.85%,GEN,68532
1985,Maharashtra,,123,Varhade Anil Gopalrao,M,Indian National Congress,Hand,106866,11601,47.10%,GEN,59613
1985,Maharashtra,,124,Shekhawat Devisingh Ramsingh,M,Indian National Congress,Hand,136241,21718,54.22%,GEN,68843
1985,Maharashtra,,125,Meghe Ram Krushnarao,M,Indian National Congress,Hand,115043,8801,44.79%,GEN,61118
1985,Maharashtra,,126,Sherekar Yashwant Gangaram,M,Indian National Congress,Hand,104217,4018,43.66%,GEN,73651
1985,Maharashtra,,127,Kale Sharad,M,Indian Congress (Socialist),Bow and Arrow,132087,456,44.16%,GEN,88207
1985,Maharashtra,,128,Rao Prabhawati,F,Indian National Congress,Hand,124074,19510,52.62%,GEN,74906
1985,Maharashtra,,129,Shende Pramod Bhauraoji,M,Indian National Congress,Hand,132733,18770,51.42%,GEN,75811
1985,Maharashtra,,130,Vasant Bonde,M,Indian Congress (Socialist),Bow and Arrow,145113,10037,43.36%,GEN,98320
1985,Maharashtra,,131,Parate Shrawan Govindrao,M,Indian Congress (Socialist),Bow and Arrow,125769,14573,55.64%,GEN,81275
1985,Maharashtra,,132,Bhoyar Yadaorao Krishnarao,M,Indian National Congress,Hand,129911,32070,70.26%,GEN,63650
1985,Maharashtra,,133,Damuantibai Madhukar Deshbhratar,F,Indian National Congress,Hand,147342,9143,54.60%,SC,65029
1985,Maharashtra,,134,Avinash Pande,M,Indian National Congress,Hand,190889,15449,44.15%,GEN,114054
1985,Maharashtra,,135,Ashok Shankar Dhawad,M,Indian National Congress,Hand,133112,22651,52.42%,GEN,77238
1985,Maharashtra,,136,Shoukat Raheman Qureshi,M,Indian National Congress,Hand,117474,2116,38.59%,GEN,64595
1985,Maharashtra,,137,Avari Gev Mancharsha,M,Indian National Congress,Hand,182226,21552,50.99%,GEN,97294
1985,Maharashtra,,138,Gaikwad Bhagwantrao Manikrao,M,Indian National Congress,Hand,118629,3060,46.36%,GEN,73410
1985,Maharashtra,,139,Shinde Sunil Alias Shivaji Shamraoji,M,Indian Congress (Socialist),Bow and Arrow,107106,8350,51.30%,GEN,75240
1985,Maharashtra,,140,Deshmukh Ranjeet Arvindbabu,M,Indian National Congress,Hand,118229,9189,51.58%,GEN,67332
1985,Maharashtra,,141,Hajare Pandurang Jairamji,M,Janta Party,Other,135771,5288,48.40%,GEN,85624
1985,Maharashtra,,142,Ishwardayalji Mahipal Patle,M,Janta Party,Other,113041,5135,44.57%,GEN,79720
1985,Maharashtra,,143,Anandrao Tukaram Wanjari,M,Indian National Congress,Hand,111913,13192,38.21%,GEN,76490
1985,Maharashtra,,144,Shrungarpawar Vilas Vishwanath,M,Indian National Congress,Hand,117155,13619,41.55%,GEN,82922
1985,Maharashtra,,145,More Harish Ukandrao,M,Indian Congress (Socialist),Bow and Arrow,121152,16990,53.80%,SC,78687
1985,Maharashtra,,146,Bajpai Rajkumari,F,Indian National Congress,Hand,121808,5473,37.77%,GEN,69112
1985,Maharashtra,,147,Khushal Parasram Bopche,M,Bharatiya Janta Party,Other,114378,5339,52.33%,GEN,84175
1985,Maharashtra,,148,Mahadeorao Sukaji Shionkar,M,Bharatiya Janta Party,Other,132543,14217,56.24%,GEN,90886
1985,Maharashtra,,149,Katakwar Jayant Krushanmurari,M,Indian National Congress,Hand,121033,7381,36.13%,GEN,82318
1985,Maharashtra,,150,Dhwathe Namdeorao Harbaji,M,Bharatiya Janta Party,Other,131221,21235,51.04%,GEN,95049
1985,Maharashtra,,151,Weekey Sukhdebbabu Pundlik,M,Indian Congress (Socialist),Bow and Arrow,120647,31461,68.43%,ST,73592
1985,Maharashtra,,152,Warkhade Hiraman Benduji,M,Janta Party,Other,118751,868,45.81%,ST,62053
1985,Maharashtra,,153,Atram Kumar Satyavanrao Raje Vishveshvarrao,M,Independent,Free Symbol,110519,14441,57.25%,ST,57969
1985,Maharashtra,,154,Mamulkar Prabhakarrao Bapurao,M,Indian National Congress,Hand,133453,17910,50.80%,GEN,77478
1985,Maharashtra,,155,Wankhede Shyam Gopalrao,M,Indian National Congress,Hand,157989,21966,52.63%,GEN,93283
1985,Maharashtra,,156,Gaddamwar Waman Vistari,M,Indian National Congress,Hand,126851,9678,45.95%,GEN,79674
1985,Maharashtra,,157,Khanorkar Suresh Chintamanrao,M,Indian Congress (Socialist),Bow and Arrow,134729,15850,41.24%,GEN,100157
1985,Maharashtra,,158,Bagde Bhujangrao Mukundrao,M,Indian National Congress,Hand,135351,32227,51.85%,GEN,87243
1985,Maharashtra,,159,Moreshwar Vithalrao Temurde,M,Independent,Free Symbol,132190,9891,44.22%,GEN,81602
1985,Maharashtra,,160,Kale Namdeorao Narayanrao,M,Communist Party Of India,Ears of Corn and Sickle,116421,23808,64.91%,GEN,73187
1985,Maharashtra,,161,Uike Gulabrao Bajirao,M,Indian National Congress,Hand,124096,17472,61.94%,ST,54542
1985,Maharashtra,,162,Moghe Shivajirao Shivramji,M,Indian National Congress,Hand,108130,26939,72.14%,ST,60831
1985,Maharashtra,,163,Sadashiorao Thakre,M,Indian National Congress,Hand,124148,28335,64.70%,GEN,59379
1985,Maharashtra,,164,Thakare Manikrao Govindrao,M,Indian National Congress,Hand,114753,1683,43.51%,GEN,77217
1985,Maharashtra,,165,Tajane Manasaheb Suryabhanji,M,Indian National Congress,Hand,126884,9784,43.23%,GEN,77302
1985,Maharashtra,,166,Naik Sudhakarrao Rajusing,M,Indian National Congress,Hand,126888,34956,59.96%,GEN,92256
1985,Maharashtra,,167,Deshmukh Bhimrao Apparao,M,Indian National Congress,Hand,123295,5144,48.17%,GEN,85601
1985,Maharashtra,,168,Pachpute Kishanrao Ghampatrao,M,Indian National Congress,Hand,108071,1275,30.40%,GEN,61217
1985,Maharashtra,,169,Bapurao Patil Ashitkar,M,Indian Congress (Socialist),Bow and Arrow,131159,15492,55.52%,GEN,83507
1985,Maharashtra,,170,Kamalkishor Kadam,M,Indian Congress (Socialist),Bow and Arrow,160236,3070,33.68%,GEN,90458
1985,Maharashtra,,171,Deshmukh Sahebrao Sakojirao,M,Indian National Congress,Hand,127395,25994,62.18%,GEN,65386
1985,Maharashtra,,172,Babasheb Deshmukh Gorthekar,M,Indian National Congress,Hand,114609,2343,45.24%,GEN,68333
1985,Maharashtra,,173,Kuntoorkar Gangadhar Rao Mohanrao,M,Indian National Congress,Hand,149085,9747,52.36%,GEN,88546
1985,Maharashtra,,174,Chate Madhukarrao Rangojirao,M,Indian National Congress,Hand,140110,13539,47.26%,SC,66097
1985,Maharashtra,,175,Keshavrao Shankarrao Dhondge,M,Peasants' And Workers Party Of India,Free Symbol,136855,19729,61.26%,GEN,82377
1985,Maharashtra,,176,Gaikwad Dnyanoba Hari,M,Peasants' And Workers Party Of India,Free Symbol,116876,19602,61.97%,SC,63392
1985,Maharashtra,,177,Game Balasaheb Rajaramji,M,Indian National Congress,Hand,114615,6607,54.82%,GEN,68517
1985,Maharashtra,,178,Gavane Vijay Annasaheb,M,Peasants' And Workers Party Of India,Free Symbol,138211,3989,37.56%,GEN,70109
1985,Maharashtra,,179,Jadhav Munjaji Narayanrao,M,Indian National Congress,Hand,129868,8522,47.64%,GEN,62334
1985,Maharashtra,,180,Satav Rajanitai Shankerrao,F,Indian National Congress,Hand,129842,11725,40.68%,GEN,59103
1985,Maharashtra,,181,Shebrao Narayanrao Patil Goregaonkar,M,Indian National Congress,Hand,134968,18357,51.54%,GEN,74593
1985,Maharashtra,,182,Duhgaonkar Ganeshrao Nagorao,M,Indian National Congress,Hand,122865,8259,45.47%,GEN,74400
1985,Maharashtra,,183,Wadiker Digamberrao Sahebrao,M,Indian Congress (Socialist),Bow and Arrow,109112,2408,45.62%,GEN,52635
1985,Maharashtra,,184,Aakat Vajnathrao Yederao,M,Indian Congress (Socialist),Bow and Arrow,123262,21997,62.83%,GEN,73577
1985,Maharashtra,,185,Vilas Vithalrao Kharat,M,Indian National Congress,Hand,131872,9645,48.34%,GEN,65157
1985,Maharashtra,,186,Dayma Ramkishan Ramchandra,M,Indian National Congress,Hand,141179,8310,35.88%,GEN,66363
1985,Maharashtra,,187,Appasaheb Sheshrao Chavan,M,Indian Congress (Socialist),Bow and Arrow,132578,14583,54.31%,GEN,73190
1985,Maharashtra,,188,Santoshrao Valuba Despute,M,Indian National Congress,Hand,136674,1568,50.02%,GEN,78856
1985,Maharashtra,,189,Palodkar Manikrao Sandu,M,Indian National Congress,Hand,117274,9876,43.86%,GEN,78373
1985,Maharashtra,,190,Kishore Patil Adhav,M,Indian Congress (Socialist),Bow and Arrow,137661,9684,37.29%,GEN,78998
1985,Maharashtra,,191,Ramkrishna Jagnnath Patil,M,Indian Congress (Socialist),Bow and Arrow,118109,2294,50.78%,GEN,74652
1985,Maharashtra,,192,Kisanrao Kasane,M,Indian Congress (Socialist),Bow and Arrow,148184,5678,46.78%,GEN,69328
1985,Maharashtra,,193,Amnulla Motiawala,M,Indian Congress (Socialist),Bow and Arrow,212111,386,38.47%,GEN,107180
1985,Maharashtra,,194,Haribhau Kishanrao Bagade,M,Bharatiya Janta Party,Other,153638,6071,42.61%,GEN,75514
1985,Maharashtra,,195,Chandrakant Ghodke,M,Indian Congress (Socialist),Bow and Arrow,121474,8308,46.23%,GEN,65158
1985,Maharashtra,,196,Pandit Shivajirao Ankushrao,M,Indian Congress (Socialist),Bow and Arrow,131841,14669,57.40%,GEN,83352
1985,Maharashtra,,197,Mohan Digambar Rao Solunke,M,Indian Congress (Socialist),Bow and Arrow,154364,1869,45.83%,GEN,81174
1985,Maharashtra,,198,Sirajuddin Safderali Deshmukh,M,Indian National Congress,Hand,147984,3239,35.05%,GEN,70139
1985,Maharashtra,,199,Dhonde Bhimrao Anandrao,M,Indian National Congress,Hand,153182,15434,56.76%,GEN,71906
1985,Maharashtra,,200,Patil Ashokrao Shankarrao,M,Indian National Congress,Hand,148416,2724,31.33%,GEN,70110
1985,Maharashtra,,201,Satpute Bhaguji Nivartti,M,Indian Congress (Socialist),Bow and Arrow,146920,8871,50.29%,SC,65559
1985,Maharashtra,,202,Dound Panditrao Narayanrao,M,Indian National Congress,Hand,143784,2651,40.97%,GEN,87174
1985,Maharashtra,,203,Patil Ramchandrarao Shankarrao,M,Indian National Congress,Hand,125113,2221,46.75%,GEN,72071
1985,Maharashtra,,204,Jadhav Balasaheb Kishanrao,M,Indian National Congress,Hand,133267,7165,52.98%,GEN,87254
1985,Maharashtra,,205,Dharama Girjappa Sonkawade,M,Indian National Congress,Hand,108561,5417,48.34%,SC,56838
1985,Maharashtra,,206,Deshmukh Vilasrao Dagdoji,M,Indian National Congress,Hand,170532,40296,63.58%,GEN,109467
1985,Maharashtra,,207,Ghodke Kundlik Eknath,M,Peasants' And Workers Party Of India,Free Symbol,120515,19993,53.41%,SC,70041
1985,Maharashtra,,208,Mote Maharudra Anandrao,M,Indian Congress (Socialist),Bow and Arrow,130313,13018,45.61%,GEN,87163
1985,Maharashtra,,209,Padmasinha Bajirao Patil,M,Indian Congress (Socialist),Bow and Arrow,127116,14468,56.81%,GEN,91885
1985,Maharashtra,,210,Jadhav Kisanrao Sampatrao,M,Indian Congress (Socialist),Bow and Arrow,110165,14454,55.57%,GEN,76790
1985,Maharashtra,,211,Patil Deelipkumar Shivajirao,M,Indian National Congress,Hand,132608,39555,68.84%,GEN,89992
1985,Maharashtra,,212,Kazi A. Khalek A. Kadar,M,Indian National Congress,Hand,126655,2091,50.16%,GEN,81597
1985,Maharashtra,,213,Khaple Manikrao Bhimrao,M,Peasants' And Workers Party Of India,Free Symbol,106387,11230,56.67%,GEN,75088
1985,Maharashtra,,214,Patil Mahadeo Kashiraya,M,Indian National Congress,Hand,108952,18232,61.84%,GEN,67625
1985,Maharashtra,,215,Anandrao Narayan Devakate,M,Indian National Congress,Hand,108374,16713,60.30%,GEN,68665
1985,Maharashtra,,216,Yalgulwar Prakash Balkrishna,M,Indian National Congress,Hand,117042,6719,45.92%,GEN,71769
1985,Maharashtra,,217,Chakote Baburao Channappa,M,Indian National Congress,Hand,102317,15068,57.85%,GEN,66324
1985,Maharashtra,,218,Shinde Sushil Kumar Sambhajirao,M,Indian National Congress,Hand,134335,50362,82.88%,SC,76588
1985,Maharashtra,,219,Dhobale Laxma Kondiba,M,Indian Congress (Socialist),Bow and Arrow,117358,15554,60.00%,SC,73241
1985,Maharashtra,,220,Shahjiroa Shankarrao Patil,M,Indian National Congress,Hand,116076,167,50.10%,GEN,85671
1985,Maharashtra,,221,Dilip Gangadhar Sopal,M,Indian Congress (Socialist),Bow and Arrow,114634,9853,55.59%,GEN,77027
1985,Maharashtra,,222,Patil Pandurang Ganpat,M,Independent,Free Symbol,129719,8870,45.78%,GEN,84670
1985,Maharashtra,,223,Paricharak Sudhakar Ramchandra,M,Indian National Congress,Hand,144425,13644,55.50%,GEN,109586
1985,Maharashtra,,224,Ganpatrao Annasaheb Deshmukh,M,Peasants' And Workers Party Of India,Free Symbol,147009,8893,54.41%,GEN,100739
1985,Maharashtra,,225,Mohite Patil Visaysinha Shankarrao,M,Indian National Congress,Hand,145948,72762,83.35%,GEN,107256
1985,Maharashtra,,226,Patil Raosaheb Bhagwanrao,M,Independent,Free Symbol,101450,10555,54.06%,GEN,63844
1985,Maharashtra,,227,Dagadu Sakharam Nikalji (Guruji),M,Indian National Congress,Hand,124835,3552,34.16%,SC,63432
1985,Maharashtra,,228,Babanrao Bhikaji Pachpute,M,Janta Party,Other,141787,19014,57.73%,GEN,99185
1985,Maharashtra,,229,Kalamkar Dadasaheb Dashrath,M,Indian Congress (Socialist),Bow and Arrow,131746,23949,62.60%,GEN,79764
1985,Maharashtra,,230,Maruti Deoram Sheikh,M,Indian National Congress,Hand,147507,29041,56.30%,GEN,81949
1985,Maharashtra,,231,Babanroa Dhakane,M,Janta Party,Other,134432,7754,52.57%,GEN,83661
1985,Maharashtra,,232,Phatke Sambhajirao Shankarrao,M,Indian National Congress,Hand,122265,15250,48.64%,GEN,67675
1985,Maharashtra,,233,Daulatrao Malhari Pawar,M,Indian Congress (Socialist),Bow and Arrow,111461,6249,48.94%,GEN,67291
1985,Maharashtra,,234,Mhaske Annasaheb Sarangdhar,M,Indian National Congress,Hand,111025,5284,52.13%,GEN,79326
1985,Maharashtra,,235,Rohamare Dadasaheb Shahji,M,Indian National Congress,Hand,115838,8807,54.87%,GEN,76599
1985,Maharashtra,,236,Tanpure Prasad Baburao,M,Independent,Free Symbol,118013,23382,54.51%,GEN,86303
1985,Maharashtra,,237,Zaware Nandkumar Bahusaheb,M,Indian National Congress,Hand,107557,957,34.05%,GEN,62126
